,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
38023,1,0,3.7,84,77,24,1649,500.0,7166
38024,1,0,3.9,171,20,73,1911,600.0,2247
38025,1,0,4.0,32,8,73,1278,300.0,8242
38026,1,0,3.5,129,20,24,768,700.0,8242
38027,1,0,3.9,65,8,74,1099,250.0,8242
38028,1,0,3.2,4,36,38,1303,200.0,2595
38029,1,0,3.5,75,8,73,704,500.0,7089
38030,1,0,2.5,34,82,73,1359,600.0,28
38031,1,0,4.1,241,4,73,2278,200.0,6427
38032,1,0,3.9,134,85,24,1492,700.0,7371
38033,1,0,4.0,57,8,24,1376,1500.0,3308
38034,1,0,4.2,745,15,16,564,750.0,5839
38035,1,0,3.5,34,82,73,2278,200.0,4973
38036,1,0,4.3,335,12,24,1883,800.0,4889
38037,1,0,3.6,28,20,73,2176,200.0,112
38038,1,0,4.1,67,51,37,1035,900.0,2722
38039,1,0,3.1,22,20,37,1302,250.0,2894
38040,1,0,4.1,119,70,16,213,700.0,1255
38041,1,1,4.1,2180,8,33,728,2000.0,5960
38042,1,1,4.4,1854,50,24,1366,1500.0,5081
38043,1,0,4.1,1136,8,24,15,1500.0,7974
38044,1,0,4.1,488,12,16,491,700.0,4085
38045,0,1,4.1,105,69,68,910,1000.0,8242
38046,1,0,3.2,9,85,84,1533,300.0,8242
38047,0,0,3.7,50,77,16,608,550.0,8242
38048,1,0,3.6,118,70,24,700,500.0,8242
38049,1,0,2.9,50,8,73,2224,350.0,207
38050,0,0,3.7,33,82,73,813,400.0,8242
38051,1,0,3.4,7,20,73,2079,200.0,8078
38052,1,0,2.8,19,15,11,307,350.0,678
38053,1,1,4.0,457,15,24,839,1000.0,8242
38054,1,1,4.2,986,82,25,1244,1000.0,4808
38055,1,1,4.0,940,12,25,23,1000.0,2784
38056,1,0,3.8,19,8,73,732,200.0,4124
38057,1,0,3.2,5,78,17,496,400.0,2716
38058,1,0,3.8,12,51,0,222,400.0,8242
38059,1,0,4.0,68,12,37,1035,250.0,3648
38060,1,0,4.0,122,20,24,919,1000.0,8242
38061,1,1,4.2,82,8,24,2142,700.0,8242
38062,1,1,4.4,502,80,7,1536,1900.0,8242
38063,1,0,3.6,42,20,16,597,350.0,8242
38064,0,0,3.7,32,14,24,1832,800.0,8242
38065,1,0,4.0,141,31,24,1760,550.0,8242
38066,1,1,3.9,1943,51,24,2345,2100.0,8242
38067,1,0,3.9,40,8,11,291,400.0,6515
38068,1,0,3.5,21,27,73,49,500.0,8242
38069,1,0,3.6,52,12,24,1699,600.0,3393
38070,1,0,3.3,4,13,86,1261,200.0,8242
38071,1,0,3.9,58,51,37,1035,600.0,8169
38072,1,0,3.4,8,82,73,170,500.0,8242
38073,0,0,4.1,405,15,24,1886,750.0,8242
38074,0,0,3.1,24,20,73,2149,150.0,8242
38075,1,1,4.2,861,12,24,2131,1400.0,8242
38076,1,1,4.1,302,70,24,1245,1000.0,750
38077,0,0,3.3,4,85,85,1199,100.0,8242
38078,1,0,2.8,5,13,86,2180,199.0,8242
38079,1,1,4.2,354,70,24,2152,1200.0,8242
38080,1,0,4.1,161,85,16,622,300.0,640
38081,1,0,3.8,82,69,37,1041,350.0,804
38082,1,0,3.6,31,20,73,778,450.0,8242
38083,1,0,4.1,34,15,37,1055,300.0,8242
38084,1,0,3.8,48,47,11,283,300.0,778
38085,1,0,3.2,6,51,73,1649,450.0,8242
38086,1,0,4.1,1222,8,6,909,2000.0,2403
38087,1,0,4.4,69,50,73,1058,300.0,2793
38088,1,0,3.0,13,69,86,2320,400.0,3314
38089,1,0,4.2,121,51,17,496,500.0,4095
38090,1,0,4.0,140,12,73,1102,400.0,2437
38091,1,1,4.1,774,82,25,35,1200.0,7245
38092,1,1,4.3,972,12,16,541,750.0,2477
38093,1,0,3.8,263,51,16,475,700.0,1476
38094,1,0,3.3,6,82,11,1379,150.0,3277
38095,1,0,3.6,23,4,56,289,100.0,3014
38096,1,0,3.6,34,20,73,1883,700.0,8242
38097,1,0,3.7,66,82,16,652,800.0,4873
38098,1,0,3.1,23,8,24,2129,700.0,8242
38099,1,0,3.5,10,20,86,1041,300.0,2814
38100,1,1,4.4,232,51,7,159,2000.0,2259
38101,1,1,4.5,875,51,24,197,1800.0,8242
38102,0,0,3.1,4,4,73,2224,200.0,8242
38103,1,1,4.4,219,80,24,2126,850.0,8242
38104,1,1,4.3,3152,51,24,1935,1500.0,8242
38105,1,0,4.0,26,4,73,2149,100.0,5143
38106,1,0,3.9,189,47,73,700,200.0,8242
38107,1,0,3.7,43,82,73,293,250.0,3180
38108,0,0,3.4,4,8,24,855,600.0,8242
38109,1,0,3.4,4,8,73,293,400.0,698
38110,1,0,3.4,8,82,73,700,300.0,8242
38111,1,0,3.4,6,4,73,2295,100.0,2696
38112,1,0,3.6,123,69,16,509,600.0,325
38113,1,0,3.5,13,8,24,973,600.0,5715
38114,1,0,3.1,29,8,50,2072,250.0,6753
38115,1,0,3.1,6,82,0,230,400.0,8242
38116,1,0,3.5,20,15,16,513,500.0,1726
38117,1,0,3.6,41,65,24,1794,1400.0,8242
38118,1,0,3.4,9,78,16,475,300.0,8242
38119,0,0,4.3,74,69,16,648,400.0,8242
38120,1,0,3.7,281,8,24,1754,800.0,5592
38121,0,0,3.2,7,8,16,475,600.0,8242
38122,1,0,3.8,111,82,73,107,300.0,4521
38123,1,0,3.6,22,89,73,1585,350.0,8242
38124,1,0,3.4,6,51,35,1035,1000.0,8242
38125,0,0,3.8,99,82,16,579,600.0,8242
38126,1,0,3.6,26,69,73,778,300.0,8242
38127,1,0,4.3,860,82,24,2337,1800.0,8242
38128,1,1,4.0,380,15,24,1710,850.0,8242
38129,1,1,3.8,91,15,24,1955,1800.0,8242
38130,1,0,3.4,4,39,36,283,250.0,4094
38131,1,1,3.8,81,82,24,839,800.0,8242
38132,0,0,4.0,210,69,24,768,500.0,8242
38133,1,1,2.2,409,51,24,1512,1000.0,7855
38134,1,0,3.7,50,53,24,2163,750.0,8242
38135,1,1,3.8,203,70,24,1734,1200.0,8242
38136,1,0,3.8,74,8,16,488,650.0,7745
38137,1,0,3.4,7,51,86,1032,1600.0,5913
38138,1,0,2.9,17,82,37,1296,200.0,2592
38139,0,0,3.4,7,69,73,2165,500.0,8242
38140,0,0,3.5,14,70,73,1055,250.0,8242
38141,1,0,4.4,232,51,73,453,700.0,7295
38142,1,0,3.9,466,82,19,484,800.0,2837
38143,0,0,3.3,9,69,16,475,400.0,8242
38144,0,0,3.8,41,69,73,283,100.0,8242
38145,0,0,3.6,104,8,16,562,800.0,8242
38146,1,0,4.1,292,45,73,468,600.0,8242
38147,1,0,3.0,114,20,36,1649,500.0,8242
38148,1,0,3.1,19,20,73,2278,300.0,5286
38149,1,0,3.0,96,20,86,1015,650.0,8242
38150,1,0,2.9,56,15,73,1182,150.0,8242
38151,1,0,3.2,7,1,73,2096,200.0,3278
38152,1,1,4.4,725,70,24,1490,1000.0,8242
38153,1,0,3.7,97,28,19,522,650.0,6111
38154,1,0,2.6,26,69,73,757,400.0,3964
38155,1,0,4.0,1114,43,36,1670,500.0,8242
38156,1,0,4.1,33,15,37,1035,400.0,6770
38157,0,0,3.7,32,18,73,768,500.0,8242
38158,0,1,4.3,2741,8,7,977,1300.0,8242
38159,1,0,3.4,8,89,73,333,300.0,8242
38160,0,0,3.3,6,14,16,475,400.0,8242
38161,1,0,3.7,111,78,24,1557,700.0,8242
38162,1,0,3.8,110,45,86,1359,400.0,8242
38163,0,0,2.5,35,4,73,1092,200.0,8242
38164,1,0,4.1,119,70,24,883,1000.0,7275
38165,0,0,4.3,544,12,24,1582,800.0,8242
38166,0,0,3.7,163,80,73,333,300.0,8242
38167,0,0,2.8,38,82,36,1649,500.0,8242
38168,1,0,3.6,79,69,73,2160,500.0,8242
38169,0,0,3.3,4,70,73,1585,200.0,8242
38170,0,0,3.1,7,8,73,1585,150.0,8242
38171,1,0,3.0,20,8,73,1422,400.0,1749
38172,0,0,3.1,38,20,73,272,300.0,8242
38173,1,1,4.3,3498,50,72,889,1700.0,8242
38174,0,0,3.3,11,8,73,2236,400.0,8242
38175,1,0,3.8,169,77,73,1935,250.0,8242
38176,0,0,3.1,32,8,73,1444,200.0,8242
38177,0,1,4.4,2055,50,25,1262,1200.0,8242
38178,0,0,3.6,24,85,73,2224,300.0,8242
38179,0,0,3.3,11,8,73,2281,200.0,8242
38180,1,0,3.8,38,82,24,287,400.0,2792
38181,0,0,4.1,1546,50,68,1027,1200.0,8242
38182,0,0,3.9,235,49,7,1352,1000.0,8242
38183,1,0,3.2,5,53,73,2149,300.0,8242
38184,1,0,2.8,20,8,24,1649,550.0,8242
38185,1,0,3.9,86,65,7,982,1500.0,8242
38186,0,0,3.8,36,13,24,2224,500.0,8242
38187,1,1,4.3,1055,50,24,1337,1600.0,8242
38188,0,0,3.2,14,85,73,2176,200.0,8242
38189,1,0,3.5,9,14,37,1035,100.0,8242
38190,0,0,4.2,1364,70,24,402,700.0,8242
38191,0,1,4.1,1343,50,25,1084,2100.0,8242
38192,1,1,4.2,525,77,24,1543,800.0,6382
38193,0,0,4.5,3599,80,16,482,900.0,8242
38194,1,1,4.4,726,51,26,9,1700.0,5553
38195,0,1,4.3,537,77,24,1370,1400.0,8242
38196,0,0,4.1,493,65,24,2221,600.0,8242
38197,0,0,4.2,366,70,73,1623,400.0,8242
38198,0,0,4.3,167,82,16,672,750.0,8242
38199,0,0,3.9,85,12,73,700,500.0,8242
38200,0,0,4.3,797,12,19,620,900.0,8242
38201,0,0,4.0,1469,51,40,1056,450.0,8242
38202,0,0,4.3,184,12,37,1058,500.0,8242
38203,1,0,4.0,101,80,73,1385,150.0,7581
38204,1,0,3.5,47,89,24,2149,450.0,8242
38205,0,0,3.9,157,50,24,1695,600.0,8242
38206,0,0,3.9,57,14,86,230,1200.0,8242
38207,0,0,4.2,619,8,16,518,500.0,8242
38208,0,0,3.8,32,70,73,429,350.0,8242
38209,0,0,2.7,77,51,73,1700,500.0,8242
38210,0,0,3.1,23,77,24,2176,450.0,8242
38211,0,0,3.8,30,15,11,293,400.0,8242
38212,0,0,3.8,33,15,73,2160,400.0,8242
38213,0,0,3.6,23,8,0,222,200.0,8242
38214,0,0,4.0,102,70,24,700,550.0,8242
38215,0,0,3.8,24,8,73,2316,200.0,8242
38216,0,0,4.0,54,15,73,1516,400.0,8242
38217,0,0,3.9,82,53,24,833,450.0,8242
38218,0,0,3.7,96,12,73,1092,500.0,8242
38219,0,0,3.4,14,70,0,239,200.0,8242
38220,0,0,3.7,62,15,73,1092,200.0,8242
38221,0,0,3.9,135,80,24,1340,800.0,8242
38222,1,0,3.2,34,77,24,1757,550.0,6018
38223,0,0,3.6,8,8,73,899,800.0,8242
38224,1,0,4.3,1135,28,16,599,800.0,1644
38225,0,0,3.3,6,80,24,2160,450.0,8242
38226,0,0,3.3,5,77,73,2149,300.0,8242
38227,0,0,3.7,23,50,0,222,250.0,8242
38228,1,0,3.7,35,89,62,66,300.0,8242
38229,0,0,3.0,108,51,24,1793,800.0,8242
38230,0,0,3.7,145,70,26,788,1000.0,8242
38231,0,0,3.0,7,70,73,2224,300.0,8242
38232,0,0,3.7,16,51,16,475,250.0,8242
38233,0,0,3.9,122,8,24,1373,500.0,8242
38234,0,0,3.9,32,8,56,748,300.0,8242
38235,0,0,3.3,9,77,73,333,300.0,8242
38236,0,0,3.0,31,51,24,1649,1000.0,8242
38237,0,0,2.8,46,8,16,557,700.0,8242
38238,0,1,3.9,158,15,24,1982,1100.0,8242
38239,0,0,4.2,222,80,37,1297,200.0,8242
38240,0,0,3.1,23,51,73,2284,300.0,8242
38241,0,0,3.4,7,77,24,1585,600.0,8242
38242,0,0,3.8,26,8,37,1035,350.0,8242
38243,0,0,3.9,66,8,37,1295,200.0,8242
38244,0,1,3.6,279,80,25,69,800.0,8242
38245,0,0,3.1,16,28,24,1793,1100.0,8242
38246,0,0,3.3,13,70,24,1649,600.0,8242
38247,0,0,3.9,42,8,24,857,500.0,8242
38248,0,0,2.9,46,77,24,2246,550.0,8242
38249,0,0,3.1,17,78,24,1572,550.0,8242
38250,0,0,4.1,399,78,73,1619,300.0,8242
38251,0,0,3.2,4,15,24,86,600.0,8242
38252,0,0,3.8,26,70,38,1037,500.0,8242
38253,0,0,3.6,18,77,11,293,200.0,8242
38254,0,0,3.3,4,3,73,1585,300.0,8242
38255,0,0,3.1,11,14,24,1585,450.0,8242
38256,0,0,3.6,7,51,23,597,200.0,8242
38257,0,0,3.4,8,8,73,1585,450.0,8242
38258,0,0,3.4,10,51,73,1670,350.0,8242
38259,0,0,3.1,6,77,73,379,250.0,8242
38260,0,0,3.6,14,78,73,2149,250.0,8242
38261,0,0,3.6,15,11,55,1138,350.0,8242
38262,0,0,3.7,16,70,86,1935,300.0,8242
38263,0,0,3.8,33,77,36,230,350.0,8242
38264,0,0,3.6,8,8,73,1449,400.0,8242
38265,0,0,3.5,19,53,3,222,150.0,8242
38266,0,0,3.4,8,70,73,1649,350.0,8242
38267,0,0,3.4,27,51,73,1879,300.0,8242
38268,0,0,3.6,15,51,73,1585,350.0,8242
38269,0,0,3.0,10,8,50,2224,200.0,8242
38270,0,0,3.3,5,50,0,222,350.0,8242
38271,1,0,3.1,5,14,73,1429,300.0,5827
38272,0,0,3.0,53,12,73,2238,250.0,8242
38273,0,0,3.3,33,80,73,1206,300.0,8242
38274,1,0,3.8,159,28,24,844,1300.0,8242
38275,0,0,4.1,121,70,24,1649,600.0,8242
38276,0,0,3.4,9,89,84,1531,100.0,8242
38277,0,0,3.4,5,8,56,2316,150.0,8242
38278,1,0,3.6,31,13,24,2230,400.0,8242
38279,0,0,3.2,4,82,73,2176,400.0,8242
38280,1,0,3.5,25,85,24,1649,450.0,8242
38281,0,0,3.7,68,8,24,2221,500.0,8242
38282,1,0,3.8,36,4,37,1066,200.0,8242
38283,1,0,2.9,48,82,5,237,400.0,8242
38284,0,0,3.2,7,78,73,1649,200.0,8242
38285,0,0,3.5,9,20,37,1058,200.0,8242
38286,0,0,3.7,24,70,73,396,500.0,8242
38287,1,0,3.5,17,69,37,1035,300.0,8242
38288,0,0,3.1,7,82,73,333,300.0,8242
38289,0,0,3.2,4,78,73,2149,200.0,8242
38290,0,0,3.1,9,20,73,2149,100.0,8242
38291,1,0,3.2,6,46,36,700,300.0,8242
38292,0,0,3.6,16,46,36,1585,300.0,8242
38293,0,0,3.5,140,12,24,1585,600.0,8242
38294,1,1,3.8,200,51,24,1338,1600.0,8242
38295,1,1,4.0,189,78,25,1868,1300.0,6692
38296,0,0,3.9,436,20,24,1565,550.0,8242
38297,1,1,4.2,2859,69,26,1367,800.0,1087
38298,0,1,4.3,497,69,65,1536,2000.0,8242
38299,0,0,4.4,1916,69,37,1304,400.0,8242
38300,1,0,3.9,88,69,43,1042,400.0,6517
38301,0,0,4.0,100,69,37,1302,150.0,8242
38302,1,0,4.4,638,69,37,1302,400.0,7418
38303,1,0,3.5,17,69,37,1035,300.0,8242
38304,0,0,3.5,6,69,37,222,500.0,8242
38305,0,0,3.2,6,69,37,1296,200.0,8242
38306,1,0,4.0,49,69,36,230,500.0,2634
38307,1,0,3.8,113,69,37,1037,500.0,3746
38308,1,0,3.8,82,69,37,1041,350.0,804
38309,0,0,3.9,51,69,37,222,600.0,8242
38310,1,1,4.2,525,77,24,1543,800.0,6381
38311,0,1,4.1,1750,12,16,542,1000.0,8242
38312,1,0,4.4,1115,50,2,228,600.0,1447
38313,1,0,4.0,1087,8,77,1050,550.0,330
38314,0,0,4.5,236,70,37,1059,1250.0,8242
38315,1,0,4.9,1749,8,37,1035,400.0,8242
38316,0,0,4.3,526,50,2,2081,1400.0,8242
38317,1,1,4.2,63,51,16,612,800.0,8242
38318,1,0,4.1,48,12,37,1058,300.0,8242
38319,1,0,4.1,119,70,16,213,700.0,8242
38320,0,0,4.0,1469,51,40,1056,450.0,8242
38321,1,0,4.4,69,50,73,1058,300.0,8242
38322,0,0,4.3,184,12,37,1058,500.0,8242
38323,0,0,4.0,30,8,16,475,450.0,8242
38324,1,1,4.1,302,70,24,1245,1000.0,8242
38325,1,0,4.2,121,51,17,496,500.0,8242
38326,1,0,4.5,222,8,50,1041,450.0,8242
38327,0,0,3.6,55,70,5,239,300.0,8242
38328,1,0,4.2,123,80,37,1058,400.0,8242
38329,1,0,4.2,233,50,3,250,300.0,8242
38330,0,0,4.0,79,51,37,1035,800.0,8242
38331,0,0,3.6,23,8,0,222,200.0,8242
38332,1,0,3.9,65,8,74,1099,250.0,8242
38333,0,0,3.5,19,50,35,1035,1000.0,8242
38334,1,0,3.9,148,8,50,231,450.0,8242
38335,1,0,3.7,19,28,11,291,400.0,8242
38336,0,0,3.7,14,70,5,239,300.0,8242
38337,0,0,3.9,91,50,13,291,400.0,8242
38338,0,0,3.4,14,70,0,239,200.0,8242
38339,1,0,3.5,33,77,5,222,400.0,8242
38340,1,0,3.9,58,51,37,1035,600.0,8242
38341,1,0,4.1,67,51,37,1035,900.0,8242
38342,1,0,3.9,62,77,11,292,150.0,5222
38343,0,0,3.7,23,50,0,222,250.0,8242
38344,1,0,4.0,68,12,37,1035,250.0,8242
38345,1,0,4.2,132,8,37,1295,180.0,8242
38346,1,0,3.9,104,8,84,1531,400.0,8242
38347,0,0,3.3,5,77,0,224,250.0,8242
38348,1,0,3.4,36,8,0,222,150.0,8242
38349,0,0,4.0,124,12,14,293,500.0,8242
38350,1,0,3.5,36,12,37,1302,250.0,8242
38351,0,0,3.5,14,70,73,1055,250.0,8242
38352,0,0,4.2,222,80,37,1297,200.0,8242
38353,1,0,4.0,47,70,37,1041,300.0,8242
38354,0,0,3.5,22,77,0,222,200.0,8242
38355,0,0,3.4,7,77,24,1585,600.0,8242
38356,0,0,3.8,26,8,37,1035,350.0,8242
38357,0,0,3.9,66,8,37,1295,200.0,8242
38358,1,0,3.7,18,8,11,303,200.0,3266
38359,0,0,3.7,17,51,37,1035,200.0,8242
38360,0,0,3.7,17,8,37,1035,150.0,8242
38361,0,0,3.3,4,70,83,1521,300.0,8242
38362,0,0,3.3,4,77,85,230,500.0,8242
38363,0,0,3.8,26,70,38,1037,500.0,8242
38364,0,0,3.8,33,77,36,230,350.0,8242
38365,0,0,3.4,27,51,73,1879,300.0,8242
38366,0,0,3.2,6,51,83,1533,300.0,8242
38367,0,0,3.3,5,50,0,222,350.0,8242
38368,1,0,4.0,94,8,37,1058,300.0,335
38369,1,1,4.6,4841,15,70,2008,1300.0,4524
38370,1,0,4.3,658,15,20,588,750.0,8159
38371,0,0,4.0,38,85,20,590,1100.0,8242
38372,0,0,3.4,225,14,73,2302,300.0,8242
38373,0,1,4.1,126,82,24,887,2000.0,8242
38374,1,0,4.2,444,82,17,651,700.0,8242
38375,1,0,4.1,80,14,75,1179,350.0,5290
38376,0,0,3.7,24,53,84,1524,100.0,8242
38377,0,0,4.0,187,14,73,1524,400.0,8242
38378,1,0,3.5,9,14,37,1035,100.0,8242
38379,1,0,4.1,33,15,37,1035,400.0,8242
38380,1,0,3.8,59,14,83,1164,300.0,8242
38381,0,0,3.9,37,14,83,1531,150.0,8242
38382,0,0,3.8,31,53,83,1520,150.0,8242
38383,0,1,3.8,25,82,16,663,2200.0,8242
38384,0,0,3.6,38,78,73,2264,250.0,8242
38385,1,0,4.1,34,15,37,1055,300.0,8242
38386,0,0,3.6,15,78,0,222,100.0,8242
38387,1,0,2.9,48,82,5,237,400.0,8242
38388,0,0,3.4,9,89,84,1531,100.0,8242
38389,1,0,3.2,5,78,17,496,400.0,8242
38390,0,0,3.4,6,14,83,1531,150.0,8242
38391,0,0,3.3,11,14,73,2302,150.0,8242
38392,0,0,3.5,10,14,37,222,100.0,8242
38393,0,0,3.2,7,14,5,222,300.0,8242
38394,0,0,3.5,19,53,3,222,150.0,8242
38395,0,0,3.2,15,89,0,222,150.0,8242
38396,0,0,3.3,4,89,0,223,200.0,8242
38397,0,0,3.6,12,65,16,686,800.0,8242
38398,0,1,4.3,497,69,65,1536,2000.0,8242
38399,0,0,4.6,4119,69,65,890,1500.0,8242
38400,0,0,4.3,1817,69,24,50,800.0,8242
38401,0,1,4.5,682,69,46,1485,3500.0,8242
38402,0,1,4.3,2246,69,66,945,1700.0,8242
38403,1,1,4.2,2872,69,26,1367,800.0,8242
38404,0,1,4.3,678,69,24,1370,2000.0,8242
38405,1,0,4.3,2177,69,24,340,600.0,8242
38406,0,1,4.4,229,69,7,163,1200.0,8242
38407,1,1,4.1,866,69,24,2131,1400.0,8242
38408,0,0,4.3,1195,69,24,700,550.0,8242
38409,0,1,4.2,484,69,57,1207,3000.0,8242
38410,0,0,4.1,1015,69,24,1696,500.0,8242
38411,0,0,4.3,79,69,16,648,400.0,8242
38412,0,1,4.3,620,69,46,1818,3400.0,8242
38413,0,1,4.1,105,69,68,910,1000.0,8242
38414,0,0,4.1,803,69,24,1884,800.0,8242
38415,0,1,4.2,275,69,47,1585,4000.0,8242
38416,0,0,4.0,519,69,6,1700,1000.0,8242
38417,0,1,3.9,312,69,46,1850,2000.0,8242
38418,0,1,4.3,432,69,47,700,3500.0,8242
38419,1,0,4.0,363,69,24,846,1000.0,2291
38420,1,0,3.9,367,69,24,1741,800.0,8242
38421,1,0,4.1,54,69,24,1268,550.0,8242
38422,0,0,4.0,228,69,24,1964,700.0,8242
38423,0,0,3.7,298,69,68,1785,1000.0,8242
38424,0,0,4.1,29,69,24,283,2000.0,8242
38425,0,1,4.0,94,69,57,1207,2000.0,8242
38426,0,0,3.6,46,69,57,1207,1700.0,8242
38427,1,0,3.6,123,69,16,509,600.0,325
38428,0,1,3.9,107,69,24,1585,1900.0,8242
38429,0,0,3.4,6,69,24,2259,500.0,8242
38430,1,0,4.0,135,69,14,1102,250.0,8242
38431,0,0,3.5,14,69,6,1709,800.0,8242
38432,0,0,4.0,210,69,24,768,500.0,8242
38433,0,0,3.7,34,69,24,810,2000.0,8242
38434,0,0,2.3,48,69,24,1435,600.0,8242
38435,0,0,3.3,4,69,6,778,1000.0,8242
38436,0,0,3.7,15,69,25,1684,2000.0,8242
38437,0,0,3.0,12,69,16,597,900.0,8242
38438,0,0,3.4,12,69,46,2277,4000.0,8242
38439,1,0,2.6,26,69,73,757,400.0,3964
38440,1,0,4.0,67,69,73,2231,300.0,8242
38441,1,0,3.8,106,69,73,2176,200.0,8242
38442,1,0,3.6,79,69,73,2160,500.0,8242
38443,0,0,3.6,19,69,73,2278,200.0,8242
38444,1,0,3.4,70,69,73,333,400.0,8242
38445,1,0,2.9,26,69,73,2300,300.0,8242
38446,1,0,3.9,458,69,73,383,400.0,5855
38447,1,0,3.9,253,69,73,1637,500.0,1326
38448,0,0,3.4,7,69,73,2165,500.0,8242
38449,0,0,3.8,41,69,73,283,100.0,8242
38450,1,0,3.6,26,69,73,778,300.0,8242
38451,1,0,2.9,25,69,73,293,250.0,8242
38452,1,0,3.8,113,69,37,1037,500.0,8242
38453,0,1,4.4,4614,51,57,196,1700.0,8242
38454,0,1,4.5,2219,70,24,1506,1800.0,8242
38455,1,1,4.2,4752,12,24,1665,1500.0,8242
38456,1,1,4.3,3152,51,24,1935,1500.0,8242
38457,0,1,4.2,3140,50,57,866,2500.0,8242
38458,0,1,4.5,8419,8,72,12,2000.0,8242
38459,0,1,4.4,895,50,46,187,3000.0,8242
38460,0,1,4.4,2143,50,46,1805,2200.0,8242
38461,1,1,4.4,2245,50,48,1371,3000.0,8242
38462,0,1,4.6,2372,51,46,707,2800.0,8242
38463,0,0,4.2,1364,70,24,402,700.0,8242
38464,0,0,4.5,1610,8,25,2149,1500.0,8242
38465,0,0,4.6,2295,12,16,666,1100.0,8242
38466,1,1,3.9,1943,51,24,2345,2100.0,8242
38467,0,1,4.5,403,8,65,178,1500.0,8242
38468,0,0,4.4,2435,50,29,1536,1500.0,8242
38469,1,1,4.1,2180,8,33,728,2000.0,8242
38470,0,0,4.6,988,51,46,2336,3000.0,8242
38471,0,1,4.5,5290,80,25,5,2500.0,8242
38472,1,1,4.5,1258,80,25,185,1700.0,8242
38473,1,0,4.3,7584,12,57,39,1500.0,8242
38474,0,1,4.4,2055,50,25,1262,1200.0,8242
38475,1,1,4.5,1142,12,25,280,1200.0,8242
38476,1,1,4.4,3727,50,27,2017,1300.0,8242
38477,0,1,4.6,1095,70,24,1076,1500.0,8242
38478,0,0,4.2,650,80,71,917,1300.0,8242
38479,0,1,4.1,1343,50,25,1084,2100.0,8242
38480,1,1,4.2,2747,51,16,564,1200.0,8242
38481,0,1,4.1,2051,28,24,1883,1600.0,8242
38482,1,1,4.2,525,77,24,1543,800.0,8242
38483,1,1,4.3,3498,50,72,889,1700.0,8242
38484,1,0,4.6,2521,50,24,1083,1600.0,8242
38485,0,1,4.1,193,12,24,2210,1000.0,8242
38486,0,1,4.3,772,50,49,1928,3000.0,8242
38487,0,1,4.2,1472,51,71,913,1500.0,8242
38488,1,1,4.3,2053,51,24,2276,1500.0,8242
38489,0,0,3.8,2332,80,24,2226,700.0,8242
38490,0,0,4.3,1051,50,57,1518,1500.0,8242
38491,0,1,4.3,611,28,25,188,2500.0,8242
38492,1,1,4.2,2938,12,24,1324,1000.0,8242
38493,1,1,3.9,1377,51,46,1585,2100.0,8242
38494,1,1,4.4,502,80,7,1536,1900.0,8242
38495,0,1,4.4,1211,8,24,1458,1100.0,8242
38496,0,1,4.3,2741,8,7,977,1300.0,8242
38497,1,1,4.5,1431,12,25,700,1700.0,8242
38498,0,1,4.6,1439,50,46,2272,2200.0,8242
38499,1,1,4.3,772,50,24,2058,1400.0,8242
38500,1,1,4.4,1854,50,24,1366,1500.0,8242
38501,0,0,4.5,3599,80,16,482,900.0,8242
38502,1,1,4.4,726,51,26,9,1700.0,8242
38503,0,0,4.3,1749,12,57,966,1300.0,8242
38504,0,1,4.1,1750,12,16,542,1000.0,8242
38505,0,1,4.4,152,50,25,1688,1000.0,8242
38506,0,0,4.4,2652,12,16,475,600.0,8242
38507,0,1,4.3,689,70,46,1079,2500.0,8242
38508,0,1,4.3,537,77,24,1370,1400.0,8242
38509,1,0,3.9,376,51,84,1531,200.0,8242
38510,0,1,4.4,314,51,24,1318,1500.0,8242
38511,0,1,4.4,578,50,46,1318,4000.0,8242
38512,1,0,4.4,2162,8,24,1915,750.0,8242
38513,0,1,4.2,263,8,68,37,1500.0,8242
38514,0,0,4.3,698,51,46,1086,3000.0,8242
38515,0,1,3.9,54,51,24,211,1500.0,8242
38516,0,1,4.2,341,50,25,1883,1000.0,8242
38517,0,0,4.3,2282,12,7,1214,1100.0,8242
38518,1,0,4.0,787,12,24,49,650.0,8242
38519,0,1,4.3,301,80,7,1507,1200.0,8242
38520,0,1,4.1,568,51,26,1852,2500.0,8242
38521,0,0,4.3,469,50,29,218,1500.0,8242
38522,0,1,4.2,2080,50,24,1081,1500.0,8242
38523,0,1,4.4,198,51,46,1502,2000.0,8242
38524,0,1,4.2,226,51,71,940,1000.0,8242
38525,1,1,4.2,2290,80,25,1089,1400.0,8242
38526,0,0,4.3,699,50,24,2340,1500.0,8242
38527,0,0,4.2,1354,12,68,948,1100.0,8242
38528,1,1,4.3,512,50,25,768,1300.0,8242
38529,1,0,4.2,3581,12,16,626,650.0,8242
38530,1,1,4.3,972,12,16,541,750.0,8242
38531,1,1,4.4,219,80,24,2126,850.0,8242
38532,1,1,4.5,875,51,24,197,1800.0,8242
38533,1,1,4.0,940,12,25,23,1000.0,8242
38534,1,0,4.0,57,8,24,1376,1500.0,8242
38535,1,1,4.4,725,70,24,1490,1000.0,8242
38536,0,1,4.4,136,70,24,700,1200.0,8242
38537,0,0,4.0,53,70,46,182,2000.0,8242
38538,1,1,4.2,861,12,24,2131,1400.0,8242
